3,31
12,262
18,127
22,94
30,27
36,70
39,68
46,83
50,69
56,48
62,114
66,109
72,51
74,190
75,176
82,9
88,137
96,64
99,138
107,125
108,184
114,42
117,49
118,50
120,36
121,75
122,12
123,29
124,74
124,114
127,8
133,142
138,103
141,34
146,164
152,19
153,82
156,32
165,51
168,57
170,132
176,190
178,14
182,174
184,71
192,52
200,102
201,114
202,139
207,99
210,43
213,24
223,47
227,39
227,60
235,85
248,86
250,95
255,169
258,38
264,79
274,84
